"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2969","userCanNotTransferWithExpiredAuthToken()","","Mon Jan 12 19:23:47 UTC 2026","passed","Mon Jan 12 19:23:50 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferWithExpiredAuthToken"
"","2857","userCanTransferToOwnAccountTest(Double) [5] amount=10000.0","","Mon Jan 12 19:23:35 UTC 2026","passed","Mon Jan 12 19:23:38 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferPositiveTest","nBankTests.api.iteration2_senior_level.TransferPositiveTest","userCanTransferToOwnAccountTest"
"","1381","userCanNotDepositWithInvalidAmount(Double, String) [2] amount=0.0, errorValue=Deposit amount must be at least 0.01","","Mon Jan 12 19:23:45 UTC 2026","passed","Mon Jan 12 19:23:46 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCanNotDepositWithInvalidAmount"
"","241","adminCanNotCreateUserWithInvalidData(CreateUserRequest, String, List) [2] createUserRequest=CreateUserRequest(username=ab, password=Password33$, role=USER), errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Mon Jan 12 19:23:28 UTC 2026","passed","Mon Jan 12 19:23:29 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","1782","userCannotDepositWithoutToken()","","Mon Jan 12 19:23:50 UTC 2026","passed","Mon Jan 12 19:23:52 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCannotDepositWithoutToken"
"","3187","userCannotTransferWithNullFields(Integer, Integer, Double) [1] senderAccountId=null, receiverAccountId=420354751, amount=2755.72","","Mon Jan 12 19:23:29 UTC 2026","passed","Mon Jan 12 19:23:33 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCannotTransferWithNullFields"
"","2531","userCanTransferToOwnAccountTest(Double) [1] amount=0.01","","Mon Jan 12 19:23:38 UTC 2026","passed","Mon Jan 12 19:23:40 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferPositiveTest","nBankTests.api.iteration2_senior_level.TransferPositiveTest","userCanTransferToOwnAccountTest"
"","7290","userCanNotDepositWithEmptyAmount()","","Mon Jan 12 19:23:43 UTC 2026","passed","Mon Jan 12 19:23:50 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanNotDepositWithEmptyAmount"
"","6321","userCanDepositWithEmptyRecipientNameTest()","","Mon Jan 12 19:24:20 UTC 2026","passed","Mon Jan 12 19:24:26 UTC 2026","","nBankTests.ui.iteration_2.TransferTest","nBankTests.ui.iteration_2.TransferTest","userCanDepositWithEmptyRecipientNameTest"
"","1219","userCanUpdateName()","","Mon Jan 12 19:23:32 UTC 2026","passed","Mon Jan 12 19:23:33 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanUpdateName"
"","928","userCanNotUpdateName(String, String) [5] newName=Mark Junior Samsonov, errorMassage=Name must contain two words with letters only","","Mon Jan 12 19:23:34 UTC 2026","passed","Mon Jan 12 19:23:35 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanNotUpdateName"
"","1223","userCannotUpdateNameWithInvalidToken()","","Mon Jan 12 19:23:31 UTC 2026","passed","Mon Jan 12 19:23:32 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCannotUpdateNameWithInvalidToken"
"","1459","userCanNotDepositWithInvalidAmount(Double, String) [1] amount=-1.0, errorValue=Deposit amount must be at least 0.01","","Mon Jan 12 19:23:43 UTC 2026","passed","Mon Jan 12 19:23:45 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCanNotDepositWithInvalidAmount"
"","2333","userCannotTransferWithNullFields(Integer, Integer, Double) [2] senderAccountId=420354751, receiverAccountId=null, amount=3824.13","","Mon Jan 12 19:23:33 UTC 2026","passed","Mon Jan 12 19:23:35 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCannotTransferWithNullFields"
"","1717","userCanNotDepositWithExpiredAuthToken()","","Mon Jan 12 19:23:48 UTC 2026","passed","Mon Jan 12 19:23:50 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCanNotDepositWithExpiredAuthToken"
"","1990","userCanNotTransferOnNonExistentAccount()","","Mon Jan 12 19:23:50 UTC 2026","passed","Mon Jan 12 19:23:52 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferOnNonExistentAccount"
"","216","adminCanNotCreateUserWithInvalidData(CreateUserRequest, String, List) [1] createUserRequest=CreateUserRequest(username=   , password=Password33$, role=USER), errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Mon Jan 12 19:23:29 UTC 2026","passed","Mon Jan 12 19:23:29 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","12273","userCanNotDepositWithInvalidAmount()","","Mon Jan 12 19:23:24 UTC 2026","passed","Mon Jan 12 19:23:37 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanNotDepositWithInvalidAmount"
"","1967","userCanNotTransferWithIncorrectAmountTest(Double, String) [2] amount=10000.1, errorMessage=Transfer amount cannot exceed 10000","","Mon Jan 12 19:23:41 UTC 2026","passed","Mon Jan 12 19:23:43 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferWithIncorrectAmountTest"
"","204","adminCanNotCreateUserWithInvalidData(CreateUserRequest, String, List) [4] createUserRequest=CreateUserRequest(username=abc%, password=Password33$, role=USER), errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Mon Jan 12 19:23:28 UTC 2026","passed","Mon Jan 12 19:23:28 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","1304","adminCanNotCreateUserWithInvalidData(CreateUserRequest, String, List) [3] createUserRequest=CreateUserRequest(username=abc$, password=Password33$, role=USER), errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Mon Jan 12 19:23:27 UTC 2026","passed","Mon Jan 12 19:23:28 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","941","userCanNotUpdateName(String, String) [4] newName='   ', errorMassage=Name must contain two words with letters only","","Mon Jan 12 19:23:33 UTC 2026","passed","Mon Jan 12 19:23:34 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanNotUpdateName"
"","942","userCanNotUpdateName(String, String) [2] newName=Mark1999 Samsonov, errorMassage=Name must contain two words with letters only","","Mon Jan 12 19:23:36 UTC 2026","passed","Mon Jan 12 19:23:37 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanNotUpdateName"
"","2430","userCanNotTransferFromNonExistentAccount()","","Mon Jan 12 19:23:52 UTC 2026","passed","Mon Jan 12 19:23:55 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferFromNonExistentAccount"
"","8425","userCanDepositAndBalanceChangesCorrectlyTest()","","Mon Jan 12 19:23:50 UTC 2026","passed","Mon Jan 12 19:23:59 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanDepositAndBalanceChangesCorrectlyTest"
"","2141","userCanNotTransferWhenTransferAmountExceedsAccountBalance()","","Mon Jan 12 19:23:37 UTC 2026","passed","Mon Jan 12 19:23:39 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferWhenTransferAmountExceedsAccountBalance"
"","2705","userCanTransferToAccountOfOtherUserTest()","","Mon Jan 12 19:23:43 UTC 2026","passed","Mon Jan 12 19:23:46 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferPositiveTest","nBankTests.api.iteration2_senior_level.TransferPositiveTest","userCanTransferToAccountOfOtherUserTest"
"","1144","userCannotDepositWithInvalidFields(Integer, Double) [3] id=null, balance=null","","Mon Jan 12 19:23:42 UTC 2026","passed","Mon Jan 12 19:23:43 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCannotDepositWithInvalidFields"
"","1244","userCannotDepositWithInvalidFields(Integer, Double) [1] id=null, balance=3642.84","","Mon Jan 12 19:23:40 UTC 2026","passed","Mon Jan 12 19:23:41 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCannotDepositWithInvalidFields"
"","4291","userCanTransferToOwnAccountTest(Double) [3] amount=5000.0","","Mon Jan 12 19:23:27 UTC 2026","passed","Mon Jan 12 19:23:31 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferPositiveTest","nBankTests.api.iteration2_senior_level.TransferPositiveTest","userCanTransferToOwnAccountTest"
"","1932","userCanNotDepositWithInvalidAmount(Double, String) [3] amount=5001.0, errorValue=Deposit amount cannot exceed 5000","","Mon Jan 12 19:23:46 UTC 2026","passed","Mon Jan 12 19:23:48 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCanNotDepositWithInvalidAmount"
"","9562","UserCanNotChangeNameWithInvalidNewNameTest()","","Mon Jan 12 19:23:54 UTC 2026","passed","Mon Jan 12 19:24:04 UTC 2026","","nBankTests.ui.iteration_2.ChangeUsersNameTest","nBankTests.ui.iteration_2.ChangeUsersNameTest","UserCanNotChangeNameWithInvalidNewNameTest"
"","6908","userCanCreateAccountTest()","","Mon Jan 12 19:23:46 UTC 2026","passed","Mon Jan 12 19:23:53 UTC 2026","","nBankTests.ui.iteration_1.CreateAccountTest","nBankTests.ui.iteration_1.CreateAccountTest","userCanCreateAccountTest"
"","6248","userCanNotDepositWithEmptyAccount()","","Mon Jan 12 19:23:37 UTC 2026","passed","Mon Jan 12 19:23:43 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanNotDepositWithEmptyAccount"
