"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","242","adminCanNotCreateUserWithInvalidData(CreateUserRequest, String, List) [1] createUserRequest=CreateUserRequest(username=   , password=Password33$, role=USER), errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Wed Jan 14 13:04:39 UTC 2026","passed","Wed Jan 14 13:04:39 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","10728","UserCanChangeNameTest()","","Wed Jan 14 13:05:05 UTC 2026","passed","Wed Jan 14 13:05:16 UTC 2026","","nBankTests.ui.iteration_2.ChangeUsersNameTest","nBankTests.ui.iteration_2.ChangeUsersNameTest","UserCanChangeNameTest"
"","6488","userCanCreateAccountTest()","","Wed Jan 14 13:04:56 UTC 2026","passed","Wed Jan 14 13:05:03 UTC 2026","","nBankTests.ui.iteration_1.CreateAccountTest","nBankTests.ui.iteration_1.CreateAccountTest","userCanCreateAccountTest"
"","2256","userCannotTransferWithNullFields(Integer, Integer, Double) [3] senderAccountId=986895064, receiverAccountId=986895064, amount=null","","Wed Jan 14 13:04:45 UTC 2026","passed","Wed Jan 14 13:04:47 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCannotTransferWithNullFields"
"","2331","userCanNotTransferWithExpiredAuthToken()","","Wed Jan 14 13:04:57 UTC 2026","passed","Wed Jan 14 13:04:59 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferWithExpiredAuthToken"
"","1013","userCannotUpdateNameWithInvalidToken()","","Wed Jan 14 13:04:42 UTC 2026","passed","Wed Jan 14 13:04:43 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCannotUpdateNameWithInvalidToken"
"","1384","userCannotDepositWithInvalidFields(Integer, Double) [2] id=853171714, balance=null","","Wed Jan 14 13:04:52 UTC 2026","passed","Wed Jan 14 13:04:53 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCannotDepositWithInvalidFields"
"","909","userCanNotUpdateName(String, String) [3] newName=Mark_Samsonov, errorMassage=Name must contain two words with letters only","","Wed Jan 14 13:04:46 UTC 2026","passed","Wed Jan 14 13:04:47 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanNotUpdateName"
"","317","adminCanNotCreateUserWithInvalidData(CreateUserRequest, String, List) [4] createUserRequest=CreateUserRequest(username=abc%, password=Password33$, role=USER), errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Wed Jan 14 13:04:38 UTC 2026","passed","Wed Jan 14 13:04:39 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","4464","userCanTransferToOwnAccountTest(Double) [3] amount=5000.0","","Wed Jan 14 13:04:38 UTC 2026","passed","Wed Jan 14 13:04:43 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferPositiveTest","nBankTests.api.iteration2_senior_level.TransferPositiveTest","userCanTransferToOwnAccountTest"
"","6412","userCanNotDepositWithEmptyAccount()","","Wed Jan 14 13:04:47 UTC 2026","passed","Wed Jan 14 13:04:54 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanNotDepositWithEmptyAccount"
"","11173","UserCanNotChangeNameWithInvalidNewNameTest()","","Wed Jan 14 13:05:04 UTC 2026","passed","Wed Jan 14 13:05:15 UTC 2026","","nBankTests.ui.iteration_2.ChangeUsersNameTest","nBankTests.ui.iteration_2.ChangeUsersNameTest","UserCanNotChangeNameWithInvalidNewNameTest"
"","2723","userCannotTransferWithNullFields(Integer, Integer, Double) [1] senderAccountId=null, receiverAccountId=986895064, amount=3624.43","","Wed Jan 14 13:04:40 UTC 2026","passed","Wed Jan 14 13:04:43 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCannotTransferWithNullFields"
"","1749","userCanNotDepositToNotOwnedAccount()","","Wed Jan 14 13:04:49 UTC 2026","passed","Wed Jan 14 13:04:51 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCanNotDepositToNotOwnedAccount"
