"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1987","adminCanNotCreateUserWithInvalidData(CreateUserRequest, String, List) [3] createUserRequest=CreateUserRequest(username=abc$, password=Password33$, role=USER), errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Tue Jan 13 17:42:19 UTC 2026","passed","Tue Jan 13 17:42:21 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","1260","userCannotDepositWithInvalidFields(Integer, Double) [2] id=394644683, balance=null","","Tue Jan 13 17:42:34 UTC 2026","passed","Tue Jan 13 17:42:35 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCannotDepositWithInvalidFields"
"","6945","userCanCreateAccountTest()","","Tue Jan 13 17:42:43 UTC 2026","passed","Tue Jan 13 17:42:50 UTC 2026","","nBankTests.ui.iteration_1.CreateAccountTest","nBankTests.ui.iteration_1.CreateAccountTest","userCanCreateAccountTest"
"","1992","userCanNotTransferWhenTransferAmountExceedsAccountBalance()","","Tue Jan 13 17:42:30 UTC 2026","passed","Tue Jan 13 17:42:32 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferWhenTransferAmountExceedsAccountBalance"
"","298","adminCanNotCreateUserWithInvalidData(CreateUserRequest, String, List) [2] createUserRequest=CreateUserRequest(username=ab, password=Password33$, role=USER), errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Tue Jan 13 17:42:21 UTC 2026","passed","Tue Jan 13 17:42:22 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","11400","userCanNotDepositWithInvalidAmount()","","Tue Jan 13 17:42:18 UTC 2026","passed","Tue Jan 13 17:42:29 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanNotDepositWithInvalidAmount"
"","7942","UserCanChangeNameTest()","","Tue Jan 13 17:42:50 UTC 2026","passed","Tue Jan 13 17:42:58 UTC 2026","","nBankTests.ui.iteration_2.ChangeUsersNameTest","nBankTests.ui.iteration_2.ChangeUsersNameTest","UserCanChangeNameTest"
"","968","userCanNotUpdateName(String, String) [5] newName=Mark Junior Samsonov, errorMassage=Name must contain two words with letters only","","Tue Jan 13 17:42:27 UTC 2026","passed","Tue Jan 13 17:42:28 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanNotUpdateName"
"","921","userCanUpdateName()","","Tue Jan 13 17:42:26 UTC 2026","passed","Tue Jan 13 17:42:27 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanUpdateName"
"","2215","adminCanGenerateAuthTokenTest()","","Tue Jan 13 17:42:18 UTC 2026","passed","Tue Jan 13 17:42:20 UTC 2026","","nBankTests.api.iteration1_senior_level.LoginUserTest","nBankTests.api.iteration1_senior_level.LoginUserTest","adminCanGenerateAuthTokenTest"
"","896","userCanNotUpdateName(String, String) [3] newName=Mark_Samsonov, errorMassage=Name must contain two words with letters only","","Tue Jan 13 17:42:28 UTC 2026","passed","Tue Jan 13 17:42:29 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanNotUpdateName"
"","5864","adminCannotCreateUserWithInvalidDataTest()","","Tue Jan 13 17:42:45 UTC 2026","passed","Tue Jan 13 17:42:50 UTC 2026","","nBankTests.ui.iteration_1.CreateUserTest","nBankTests.ui.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","1917","userCannotTransferWithoutToken()","","Tue Jan 13 17:42:37 UTC 2026","passed","Tue Jan 13 17:42:39 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCannotTransferWithoutToken"
"","6805","userCanNotDepositWithEmptyAmount()","","Tue Jan 13 17:42:35 UTC 2026","passed","Tue Jan 13 17:42:42 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanNotDepositWithEmptyAmount"
