"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1057","userCanNotUpdateName(String, String) [1] newName=Mark1999 dfd dfd, errorMassage=Name must contain two words with letters only","","Tue Jan 13 18:46:31 UTC 2026","passed","Tue Jan 13 18:46:32 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanNotUpdateName"
"","1969","userCanNotTransferWithIncorrectAmountTest(Double, String) [3] amount=-5001.0, errorMessage=Transfer amount must be at least 0.01","","Tue Jan 13 18:46:36 UTC 2026","passed","Tue Jan 13 18:46:38 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferWithIncorrectAmountTest"
"","2948","userCanTransferToOwnAccountTest(Double) [1] amount=0.01","","Tue Jan 13 18:46:32 UTC 2026","passed","Tue Jan 13 18:46:35 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferPositiveTest","nBankTests.api.iteration2_senior_level.TransferPositiveTest","userCanTransferToOwnAccountTest"
"","11474","UserCanNotChangeNameWithInvalidNewNameTest()","","Tue Jan 13 18:46:47 UTC 2026","passed","Tue Jan 13 18:46:59 UTC 2026","","nBankTests.ui.iteration_2.ChangeUsersNameTest","nBankTests.ui.iteration_2.ChangeUsersNameTest","UserCanNotChangeNameWithInvalidNewNameTest"
"","4043","adminCanCreateUserTest()","","Tue Jan 13 18:46:50 UTC 2026","passed","Tue Jan 13 18:46:54 UTC 2026","","nBankTests.ui.iteration_1.CreateUserTest","nBankTests.ui.iteration_1.CreateUserTest","adminCanCreateUserTest"
"","2143","adminCanNotCreateUserWithInvalidData(CreateUserRequest, String, List) [3] createUserRequest=CreateUserRequest(username=abc$, password=Password33$, role=USER), errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Tue Jan 13 18:46:19 UTC 2026","passed","Tue Jan 13 18:46:21 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","3152","userCanTransferToOwnAccountTest(Double) [5] amount=10000.0","","Tue Jan 13 18:46:28 UTC 2026","passed","Tue Jan 13 18:46:32 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferPositiveTest","nBankTests.api.iteration2_senior_level.TransferPositiveTest","userCanTransferToOwnAccountTest"
"","7365","userCanNotDepositWithEmptyAmount()","","Tue Jan 13 18:46:36 UTC 2026","passed","Tue Jan 13 18:46:43 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanNotDepositWithEmptyAmount"
"","1086","userCanNotUpdateName(String, String) [4] newName='   ', errorMassage=Name must contain two words with letters only","","Tue Jan 13 18:46:27 UTC 2026","passed","Tue Jan 13 18:46:28 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanNotUpdateName"
"","1263","userCanNotDepositWithInvalidAmount(Double, String) [2] amount=0.0, errorValue=Deposit amount must be at least 0.01","","Tue Jan 13 18:46:39 UTC 2026","passed","Tue Jan 13 18:46:40 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCanNotDepositWithInvalidAmount"
"","2461","userCanDepositAndBalanceChangesCorrectlyTest()","","Tue Jan 13 18:46:46 UTC 2026","passed","Tue Jan 13 18:46:48 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCanDepositAndBalanceChangesCorrectlyTest"
"","2690","userCanNotTransferWithExpiredAuthToken()","","Tue Jan 13 18:46:40 UTC 2026","passed","Tue Jan 13 18:46:43 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferWithExpiredAuthToken"
"","6560","userCanCreateAccountTest()","","Tue Jan 13 18:46:18 UTC 2026","passed","Tue Jan 13 18:46:24 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateAccountTest","nBankTests.api.iteration1_senior_level.CreateAccountTest","userCanCreateAccountTest"
"","2353","userCanNotTransferWhenTransferAmountExceedsAccountBalance()","","Tue Jan 13 18:46:30 UTC 2026","passed","Tue Jan 13 18:46:33 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferWhenTransferAmountExceedsAccountBalance"
"","1851","userCanNotDepositWithInvalidAmount(Double, String) [3] amount=5001.0, errorValue=Deposit amount cannot exceed 5000","","Tue Jan 13 18:46:40 UTC 2026","passed","Tue Jan 13 18:46:42 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCanNotDepositWithInvalidAmount"
"","401","adminCanNotCreateUserWithInvalidData(CreateUserRequest, String, List) [4] createUserRequest=CreateUserRequest(username=abc%, password=Password33$, role=USER), errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Tue Jan 13 18:46:21 UTC 2026","passed","Tue Jan 13 18:46:21 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","1061","userCanNotUpdateName(String, String) [2] newName=Mark1999 Samsonov, errorMassage=Name must contain two words with letters only","","Tue Jan 13 18:46:30 UTC 2026","passed","Tue Jan 13 18:46:31 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanNotUpdateName"
"","1871","userCanNotDepositToNotOwnedAccount()","","Tue Jan 13 18:46:32 UTC 2026","passed","Tue Jan 13 18:46:34 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCanNotDepositToNotOwnedAccount"
"","3168","userCannotTransferWithNullFields(Integer, Integer, Double) [1] senderAccountId=null, receiverAccountId=655293737, amount=1020.94","","Tue Jan 13 18:46:22 UTC 2026","passed","Tue Jan 13 18:46:25 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCannotTransferWithNullFields"
"","5629","userCanNotTransferOnNonExistentAccount()","","Tue Jan 13 18:47:00 UTC 2026","passed","Tue Jan 13 18:47:06 UTC 2026","","nBankTests.ui.iteration_2.TransferTest","nBankTests.ui.iteration_2.TransferTest","userCanNotTransferOnNonExistentAccount"
"","1907","userCanNotDepositWithExpiredAuthToken()","","Tue Jan 13 18:46:42 UTC 2026","passed","Tue Jan 13 18:46:44 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCanNotDepositWithExpiredAuthToken"
"","1207","userCannotDepositWithInvalidFields(Integer, Double) [2] id=520390148, balance=null","","Tue Jan 13 18:46:35 UTC 2026","passed","Tue Jan 13 18:46:36 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCannotDepositWithInvalidFields"
"","2327","adminCanGenerateAuthTokenTest()","","Tue Jan 13 18:46:18 UTC 2026","passed","Tue Jan 13 18:46:20 UTC 2026","","nBankTests.api.iteration1_senior_level.LoginUserTest","nBankTests.api.iteration1_senior_level.LoginUserTest","adminCanGenerateAuthTokenTest"
"","2028","userCanNotTransferOnNonExistentAccount()","","Tue Jan 13 18:46:43 UTC 2026","passed","Tue Jan 13 18:46:45 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferOnNonExistentAccount"
"","3069","adminCannotCreateUserWithInvalidDataTest()","","Tue Jan 13 18:46:47 UTC 2026","passed","Tue Jan 13 18:46:50 UTC 2026","","nBankTests.ui.iteration_1.CreateUserTest","nBankTests.ui.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","2945","userCanLoginWithCorrectDataTest()","","Tue Jan 13 18:46:44 UTC 2026","passed","Tue Jan 13 18:46:47 UTC 2026","","nBankTests.ui.iteration_1.LoginUserTest","nBankTests.ui.iteration_1.LoginUserTest","userCanLoginWithCorrectDataTest"
"","1298","userCannotDepositWithInvalidFields(Integer, Double) [3] id=null, balance=null","","Tue Jan 13 18:46:36 UTC 2026","passed","Tue Jan 13 18:46:37 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCannotDepositWithInvalidFields"
"","541","userCanGenerateAuthTokenTest()","","Tue Jan 13 18:46:20 UTC 2026","passed","Tue Jan 13 18:46:21 UTC 2026","","nBankTests.api.iteration1_senior_level.LoginUserTest","nBankTests.api.iteration1_senior_level.LoginUserTest","userCanGenerateAuthTokenTest"
"","7181","userCanCreateAccountTest()","","Tue Jan 13 18:46:40 UTC 2026","passed","Tue Jan 13 18:46:47 UTC 2026","","nBankTests.ui.iteration_1.CreateAccountTest","nBankTests.ui.iteration_1.CreateAccountTest","userCanCreateAccountTest"
"","861","userCanNotUpdateName(String, String) [5] newName=Mark Junior Samsonov, errorMassage=Name must contain two words with letters only","","Tue Jan 13 18:46:28 UTC 2026","passed","Tue Jan 13 18:46:29 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanNotUpdateName"
"","187","adminCanNotCreateUserWithInvalidData(CreateUserRequest, String, List) [1] createUserRequest=CreateUserRequest(username=   , password=Password33$, role=USER), errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Tue Jan 13 18:46:21 UTC 2026","passed","Tue Jan 13 18:46:22 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","2131","userCannotTransferWithNullFields(Integer, Integer, Double) [3] senderAccountId=655293737, receiverAccountId=655293737, amount=null","","Tue Jan 13 18:46:28 UTC 2026","passed","Tue Jan 13 18:46:30 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCannotTransferWithNullFields"
"","2629","userCannotTransferWithNullFields(Integer, Integer, Double) [2] senderAccountId=655293737, receiverAccountId=null, amount=1578.09","","Tue Jan 13 18:46:25 UTC 2026","passed","Tue Jan 13 18:46:28 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCannotTransferWithNullFields"
"","2606","userCanNotTransferFromNonExistentAccount()","","Tue Jan 13 18:46:45 UTC 2026","passed","Tue Jan 13 18:46:47 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferFromNonExistentAccount"
"","12504","userCanDepositAndBalanceChangesCorrectlyTest()","","Tue Jan 13 18:46:48 UTC 2026","passed","Tue Jan 13 18:47:00 UTC 2026","","nBankTests.ui.iteration_2.TransferTest","nBankTests.ui.iteration_2.TransferTest","userCanDepositAndBalanceChangesCorrectlyTest"
"","9108","userCanDepositAndBalanceChangesCorrectlyTest()","","Tue Jan 13 18:46:43 UTC 2026","passed","Tue Jan 13 18:46:52 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanDepositAndBalanceChangesCorrectlyTest"
"","963","userCanNotUpdateName(String, String) [3] newName=Mark_Samsonov, errorMassage=Name must contain two words with letters only","","Tue Jan 13 18:46:29 UTC 2026","passed","Tue Jan 13 18:46:30 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanNotUpdateName"
"","6515","userCanDepositWithEmptyRecipientNameTest()","","Tue Jan 13 18:47:12 UTC 2026","passed","Tue Jan 13 18:47:19 UTC 2026","","nBankTests.ui.iteration_2.TransferTest","nBankTests.ui.iteration_2.TransferTest","userCanDepositWithEmptyRecipientNameTest"
"","6241","userCanNotDepositWithEmptyAccount()","","Tue Jan 13 18:46:30 UTC 2026","passed","Tue Jan 13 18:46:36 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanNotDepositWithEmptyAccount"
"","11073","UserCanChangeNameTest()","","Tue Jan 13 18:46:48 UTC 2026","passed","Tue Jan 13 18:46:59 UTC 2026","","nBankTests.ui.iteration_2.ChangeUsersNameTest","nBankTests.ui.iteration_2.ChangeUsersNameTest","UserCanChangeNameTest"
"","1702","userCanNotTransferWithIncorrectAmountTest(Double, String) [2] amount=10000.1, errorMessage=Transfer amount cannot exceed 10000","","Tue Jan 13 18:46:35 UTC 2026","passed","Tue Jan 13 18:46:36 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferWithIncorrectAmountTest"
"","2410","userCanTransferToOwnAccountTest(Double) [2] amount=0.02","","Tue Jan 13 18:46:35 UTC 2026","passed","Tue Jan 13 18:46:37 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferPositiveTest","nBankTests.api.iteration2_senior_level.TransferPositiveTest","userCanTransferToOwnAccountTest"
"","4541","userCanTransferToOwnAccountTest(Double) [3] amount=5000.0","","Tue Jan 13 18:46:21 UTC 2026","passed","Tue Jan 13 18:46:25 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferPositiveTest","nBankTests.api.iteration2_senior_level.TransferPositiveTest","userCanTransferToOwnAccountTest"
"","330","adminCanCreateUserWithCorrectData()","","Tue Jan 13 18:46:22 UTC 2026","passed","Tue Jan 13 18:46:22 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanCreateUserWithCorrectData"
"","12021","userCanNotDepositWithInvalidAmount()","","Tue Jan 13 18:46:18 UTC 2026","passed","Tue Jan 13 18:46:30 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanNotDepositWithInvalidAmount"
"","7263","UserCanNotChangeNameWithEmptyNewNameTest()","","Tue Jan 13 18:46:52 UTC 2026","passed","Tue Jan 13 18:47:00 UTC 2026","","nBankTests.ui.iteration_2.ChangeUsersNameTest","nBankTests.ui.iteration_2.ChangeUsersNameTest","UserCanNotChangeNameWithEmptyNewNameTest"
"","1112","userCanUpdateName()","","Tue Jan 13 18:46:26 UTC 2026","passed","Tue Jan 13 18:46:27 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanUpdateName"
"","1998","userCanNotTransferWithIncorrectAmountTest(Double, String) [1] amount=0.0, errorMessage=Transfer amount must be at least 0.01","","Tue Jan 13 18:46:33 UTC 2026","passed","Tue Jan 13 18:46:35 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferWithIncorrectAmountTest"
"","1660","userCannotDepositWithoutToken()","","Tue Jan 13 18:46:44 UTC 2026","passed","Tue Jan 13 18:46:46 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCannotDepositWithoutToken"
