"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1777","userCannotDepositWithoutToken()","","Tue Jan 13 18:28:33 UTC 2026","passed","Tue Jan 13 18:28:35 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCannotDepositWithoutToken"
"","11153","UserCanNotChangeNameWithInvalidNewNameTest()","","Tue Jan 13 18:28:36 UTC 2026","passed","Tue Jan 13 18:28:47 UTC 2026","","nBankTests.ui.iteration_2.ChangeUsersNameTest","nBankTests.ui.iteration_2.ChangeUsersNameTest","UserCanNotChangeNameWithInvalidNewNameTest"
"","3049","userCanLoginWithCorrectDataTest()","","Tue Jan 13 18:28:33 UTC 2026","passed","Tue Jan 13 18:28:36 UTC 2026","","nBankTests.ui.iteration_1.LoginUserTest","nBankTests.ui.iteration_1.LoginUserTest","userCanLoginWithCorrectDataTest"
"","3034","userCannotTransferWithNullFields(Integer, Integer, Double) [1] senderAccountId=null, receiverAccountId=592992838, amount=4269.48","","Tue Jan 13 18:28:11 UTC 2026","passed","Tue Jan 13 18:28:14 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCannotTransferWithNullFields"
"","228","adminCanNotCreateUserWithInvalidData(CreateUserRequest, String, List) [1] createUserRequest=CreateUserRequest(username=   , password=Password33$, role=USER), errorKey=username, errorValues=[Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots]","","Tue Jan 13 18:28:10 UTC 2026","passed","Tue Jan 13 18:28:10 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","995","userCanNotUpdateName(String, String) [1] newName=Mark1999 dfd dfd, errorMassage=Name must contain two words with letters only","","Tue Jan 13 18:28:20 UTC 2026","passed","Tue Jan 13 18:28:21 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanNotUpdateName"
"","12525","userCanDepositAndBalanceChangesCorrectlyTest()","","Tue Jan 13 18:28:37 UTC 2026","passed","Tue Jan 13 18:28:49 UTC 2026","","nBankTests.ui.iteration_2.TransferTest","nBankTests.ui.iteration_2.TransferTest","userCanDepositAndBalanceChangesCorrectlyTest"
"","1856","userCanNotTransferWithIncorrectAmountTest(Double, String) [1] amount=0.0, errorMessage=Transfer amount must be at least 0.01","","Tue Jan 13 18:28:21 UTC 2026","passed","Tue Jan 13 18:28:23 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferWithIncorrectAmountTest"
"","6197","userCanNotDepositWithEmptyAccount()","","Tue Jan 13 18:28:19 UTC 2026","passed","Tue Jan 13 18:28:25 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanNotDepositWithEmptyAccount"
"","2495","userCannotTransferWithNullFields(Integer, Integer, Double) [3] senderAccountId=592992838, receiverAccountId=592992838, amount=null","","Tue Jan 13 18:28:17 UTC 2026","passed","Tue Jan 13 18:28:19 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCannotTransferWithNullFields"
"","934","userCanNotUpdateName(String, String) [4] newName='   ', errorMassage=Name must contain two words with letters only","","Tue Jan 13 18:28:15 UTC 2026","passed","Tue Jan 13 18:28:16 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanNotUpdateName"
"","1558","userCanNotDepositWithInvalidAmount(Double, String) [1] amount=-1.0, errorValue=Deposit amount must be at least 0.01","","Tue Jan 13 18:28:26 UTC 2026","passed","Tue Jan 13 18:28:28 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCanNotDepositWithInvalidAmount"
"","11054","UserCanChangeNameTest()","","Tue Jan 13 18:28:37 UTC 2026","passed","Tue Jan 13 18:28:48 UTC 2026","","nBankTests.ui.iteration_2.ChangeUsersNameTest","nBankTests.ui.iteration_2.ChangeUsersNameTest","UserCanChangeNameTest"
"","3059","userCanTransferToOwnAccountTest(Double) [5] amount=10000.0","","Tue Jan 13 18:28:17 UTC 2026","passed","Tue Jan 13 18:28:20 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferPositiveTest","nBankTests.api.iteration2_senior_level.TransferPositiveTest","userCanTransferToOwnAccountTest"
"","2504","userCanNotTransferWithExpiredAuthToken()","","Tue Jan 13 18:28:29 UTC 2026","passed","Tue Jan 13 18:28:31 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferWithExpiredAuthToken"
"","1129","userCanUpdateName()","","Tue Jan 13 18:28:14 UTC 2026","passed","Tue Jan 13 18:28:15 UTC 2026","","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","nBankTests.api.iteration2_senior_level.ChangeUsersNameTest","userCanUpdateName"
"","2290","userCanTransferToOwnAccountTest(Double) [2] amount=0.02","","Tue Jan 13 18:28:23 UTC 2026","passed","Tue Jan 13 18:28:25 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferPositiveTest","nBankTests.api.iteration2_senior_level.TransferPositiveTest","userCanTransferToOwnAccountTest"
"","4422","userCanTransferToOwnAccountTest(Double) [3] amount=5000.0","","Tue Jan 13 18:28:10 UTC 2026","passed","Tue Jan 13 18:28:14 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferPositiveTest","nBankTests.api.iteration2_senior_level.TransferPositiveTest","userCanTransferToOwnAccountTest"
"","2739","userCanDepositAndBalanceChangesCorrectlyTest()","","Tue Jan 13 18:28:35 UTC 2026","passed","Tue Jan 13 18:28:37 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCanDepositAndBalanceChangesCorrectlyTest"
"","1622","userCanNotTransferWithIncorrectAmountTest(Double, String) [2] amount=10000.1, errorMessage=Transfer amount cannot exceed 10000","","Tue Jan 13 18:28:23 UTC 2026","passed","Tue Jan 13 18:28:25 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferWithIncorrectAmountTest"
"","6942","userCanCreateAccountTest()","","Tue Jan 13 18:28:28 UTC 2026","passed","Tue Jan 13 18:28:35 UTC 2026","","nBankTests.ui.iteration_1.CreateAccountTest","nBankTests.ui.iteration_1.CreateAccountTest","userCanCreateAccountTest"
"","2030","userCanNotTransferOnNonExistentAccount()","","Tue Jan 13 18:28:31 UTC 2026","passed","Tue Jan 13 18:28:34 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferOnNonExistentAccount"
"","3441","adminCannotCreateUserWithInvalidDataTest()","","Tue Jan 13 18:28:35 UTC 2026","passed","Tue Jan 13 18:28:39 UTC 2026","","nBankTests.ui.iteration_1.CreateUserTest","nBankTests.ui.iteration_1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","1181","userCannotDepositWithInvalidFields(Integer, Double) [2] id=844731751, balance=null","","Tue Jan 13 18:28:24 UTC 2026","passed","Tue Jan 13 18:28:25 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCannotDepositWithInvalidFields"
"","1448","userCanNotDepositWithInvalidAmount(Double, String) [2] amount=0.0, errorValue=Deposit amount must be at least 0.01","","Tue Jan 13 18:28:28 UTC 2026","passed","Tue Jan 13 18:28:29 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCanNotDepositWithInvalidAmount"
"","2726","userCanNotTransferFromNonExistentAccount()","","Tue Jan 13 18:28:34 UTC 2026","passed","Tue Jan 13 18:28:36 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferFromNonExistentAccount"
"","1855","userCanNotTransferWithIncorrectAmountTest(Double, String) [3] amount=-5001.0, errorMessage=Transfer amount must be at least 0.01","","Tue Jan 13 18:28:25 UTC 2026","passed","Tue Jan 13 18:28:27 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCanNotTransferWithIncorrectAmountTest"
"","9231","userCanDepositAndBalanceChangesCorrectlyTest()","","Tue Jan 13 18:28:32 UTC 2026","passed","Tue Jan 13 18:28:42 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanDepositAndBalanceChangesCorrectlyTest"
"","2520","userCannotTransferWithNullFields(Integer, Integer, Double) [2] senderAccountId=592992838, receiverAccountId=null, amount=1315.09","","Tue Jan 13 18:28:14 UTC 2026","passed","Tue Jan 13 18:28:17 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferNegativeTest","nBankTests.api.iteration2_senior_level.TransferNegativeTest","userCannotTransferWithNullFields"
"","6531","userCanDepositWithEmptyRecipientNameTest()","","Tue Jan 13 18:29:02 UTC 2026","passed","Tue Jan 13 18:29:08 UTC 2026","","nBankTests.ui.iteration_2.TransferTest","nBankTests.ui.iteration_2.TransferTest","userCanDepositWithEmptyRecipientNameTest"
"","223","adminCanNotCreateUserWithInvalidData(CreateUserRequest, String, List) [2] createUserRequest=CreateUserRequest(username=ab, password=Password33$, role=USER), errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Tue Jan 13 18:28:10 UTC 2026","passed","Tue Jan 13 18:28:10 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","7434","userCanNotDepositWithEmptyAmount()","","Tue Jan 13 18:28:25 UTC 2026","passed","Tue Jan 13 18:28:32 UTC 2026","","nBankTests.ui.iteration_2.DepositTest","nBankTests.ui.iteration_2.DepositTest","userCanNotDepositWithEmptyAmount"
"","3986","adminCanCreateUserTest()","","Tue Jan 13 18:28:39 UTC 2026","passed","Tue Jan 13 18:28:43 UTC 2026","","nBankTests.ui.iteration_1.CreateUserTest","nBankTests.ui.iteration_1.CreateUserTest","adminCanCreateUserTest"
"","387","adminCanCreateUserWithCorrectData()","","Tue Jan 13 18:28:10 UTC 2026","passed","Tue Jan 13 18:28:11 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanCreateUserWithCorrectData"
"","298","adminCanNotCreateUserWithInvalidData(CreateUserRequest, String, List) [4] createUserRequest=CreateUserRequest(username=abc%, password=Password33$, role=USER), errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Tue Jan 13 18:28:10 UTC 2026","passed","Tue Jan 13 18:28:10 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","2111","adminCanNotCreateUserWithInvalidData(CreateUserRequest, String, List) [3] createUserRequest=CreateUserRequest(username=abc$, password=Password33$, role=USER), errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots]","","Tue Jan 13 18:28:07 UTC 2026","passed","Tue Jan 13 18:28:10 UTC 2026","","nBankTests.api.iteration1_senior_level.CreateUserTest","nBankTests.api.iteration1_senior_level.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","1211","userCannotDepositWithInvalidFields(Integer, Double) [1] id=null, balance=3831.99","","Tue Jan 13 18:28:22 UTC 2026","passed","Tue Jan 13 18:28:24 UTC 2026","","nBankTests.api.iteration2_senior_level.DepositTest","nBankTests.api.iteration2_senior_level.DepositTest","userCannotDepositWithInvalidFields"
"","6581","userCanNotTransferWhenTransferAmountExceedsAccountBalance()","","Tue Jan 13 18:28:55 UTC 2026","passed","Tue Jan 13 18:29:02 UTC 2026","","nBankTests.ui.iteration_2.TransferTest","nBankTests.ui.iteration_2.TransferTest","userCanNotTransferWhenTransferAmountExceedsAccountBalance"
"","3321","userCanTransferToOwnAccountTest(Double) [4] amount=9999.99","","Tue Jan 13 18:28:14 UTC 2026","passed","Tue Jan 13 18:28:17 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferPositiveTest","nBankTests.api.iteration2_senior_level.TransferPositiveTest","userCanTransferToOwnAccountTest"
"","7075","UserCanNotChangeNameWithEmptyNewNameTest()","","Tue Jan 13 18:28:42 UTC 2026","passed","Tue Jan 13 18:28:49 UTC 2026","","nBankTests.ui.iteration_2.ChangeUsersNameTest","nBankTests.ui.iteration_2.ChangeUsersNameTest","UserCanNotChangeNameWithEmptyNewNameTest"
"","2644","userCanTransferToAccountOfOtherUserTest()","","Tue Jan 13 18:28:25 UTC 2026","passed","Tue Jan 13 18:28:28 UTC 2026","","nBankTests.api.iteration2_senior_level.TransferPositiveTest","nBankTests.api.iteration2_senior_level.TransferPositiveTest","userCanTransferToAccountOfOtherUserTest"
